sequence_id,sp,scaffold_base,propeptide,nglyc,protein_length,raw_pll_mean,pseudo_pLDDT
sp_SPpepO_pro__sb_glaA_trunc_KR_3xAla__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_trunc_KR_3xAla,long_kex2_pro,nglyc_native,309,-0.1764,87.82
sp_SPpepO_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_ablated,SPpepO_pro,glaA_trunc_KR_3xAla,none,nglyc_ablated,298,-0.1647,88.15
sp_SPpepO_pro__sb_glaA_trunc_KR_3xAla__prop_none__nglyc_nglyc_native,SPpepO_pro,glaA_trunc_KR_3xAla,none,nglyc_native,298,-0.1647,88.15
sp_SPpepO_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_ablated,304,-0.1705,87.98
sp_SPpepO_pro__sb_glaA_trunc_KR_3xAla__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_trunc_KR_3xAla,short_kex2_pro,nglyc_native,304,-0.1705,87.98
sp_SPpepO_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_ablated,306,-0.1709,87.97
sp_SPpepO_pro__sb_glaA_trunc_KR_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_trunc_KR_pts1ok,long_kex2_pro,nglyc_native,306,-0.1709,87.97
sp_SPpepO_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO_pro,glaA_trunc_KR_pts1ok,none,nglyc_ablated,295,-0.1593,88.31
sp_SPpepO_pro__sb_glaA_trunc_KR_pts1ok__prop_none__nglyc_nglyc_native,SPpepO_pro,glaA_trunc_KR_pts1ok,none,nglyc_native,295,-0.1593,88.31
sp_SPpepO_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,301,-0.1652,88.14
sp_SPpepO_pro__sb_glaA_trunc_KR_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,301,-0.1652,88.14
sp_SPpepO_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_ablated,306,-0.1709,87.97
sp_SPpepO_pro__sb_tandem_KEX2_pts1ok__prop_long_kex2_pro__nglyc_nglyc_native,SPpepO_pro,tandem_KEX2_pts1ok,long_kex2_pro,nglyc_native,306,-0.1709,87.97
sp_SPpepO_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_ablated,SPpepO_pro,tandem_KEX2_pts1ok,none,nglyc_ablated,295,-0.1593,88.31
sp_SPpepO_pro__sb_tandem_KEX2_pts1ok__prop_none__nglyc_nglyc_native,SPpepO_pro,tandem_KEX2_pts1ok,none,nglyc_native,295,-0.1593,88.31
sp_SPpepO_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_ablated,SPpepO_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_ablated,301,-0.1652,88.14
sp_SPpepO_pro__sb_tandem_KEX2_pts1ok__prop_short_kex2_pro__nglyc_nglyc_native,SPpepO_pro,tandem_KEX2_pts1ok,short_kex2_pro,nglyc_native,301,-0.1652,88.14
